General : End date,17/04/2023,,,
General : Excluded,FALSE,,,
General : Specimen number (included),10,,,
General : Start date,17/04/2023,,,
General : System ID,5544H1816,,,
General : Unique identifier,{8650C6E3-BA5D-47C9-9392-379ED1594FFC},,,
Strain : Compressive strain (Extension) gauge length,100,mm,,
Strain : Time at removal,,s,,
Specimen text inputs : Specimen text input  1,fsr_no_pluck_10_repeat,,,
,,,,
Time,Extension,Load,Cycle count,Total cycle count
(s),(mm),(N),,
245.448,1.92896,44.71961,0,0
245.548,1.92854,44.69634,0,0
245.64799,1.92813,44.67184,0,0
245.748,1.92771,44.64873,0,0
245.84801,1.92729,44.62384,0,0
245.948,1.92688,44.59945,0,0
246.048,1.92646,44.5737,0,0
246.14799,1.92583,44.54836,0,0
246.248,1.92542,44.52435,0,0
246.34801,1.925,44.49567,0,0
246.448,1.92438,44.4677,0,0
246.548,1.92396,44.43993,0,0
246.64799,1.92333,44.40996,0,0
246.748,1.92292,44.38129,0,0
246.84801,1.92229,44.35249,0,0
246.948,1.92188,44.32345,0,0
247.048,1.92125,44.29279,0,0
247.14799,1.92063,44.26035,0,0
247.248,1.92,44.22707,0,0
247.34801,1.91938,44.18433,0,0
247.448,1.91854,44.14108,0,0
247.548,1.91792,44.09634,0,0
247.64799,1.91708,44.05001,0,0
247.748,1.91604,43.99827,0,0
247.84801,1.91521,43.94133,0,0
247.948,1.91396,43.87961,0,0
248.048,1.91292,43.81136,0,0
248.14799,1.91167,43.7385,0,0
248.248,1.91042,43.66702,0,0
248.34801,1.90938,43.59809,0,0
248.448,1.90833,43.54115,0,0
248.548,1.9075,43.4878,0,0
248.64799,1.90667,43.44056,0,0
248.748,1.90583,43.39796,0,0
248.84801,1.90521,43.36633,0,0
248.948,1.90479,43.34253,0,0
249.048,1.90438,43.32378,0,0
249.14799,1.90417,43.31211,0,0
249.248,1.90396,43.30135,0,0
249.34801,1.90354,43.29047,0,0
249.448,1.90333,43.28316,0,0
249.548,1.90313,43.27422,0,0
249.64799,1.90292,43.26666,0,0
249.748,1.90271,43.2602,0,0
249.84801,1.9025,43.25124,0,0
249.948,1.90229,43.241,0,0
250.048,1.90208,43.23044,0,0
250.14799,1.90188,43.21675,0,0
250.248,1.90146,43.20017,0,0
250.34801,1.90104,43.17659,0,0
250.448,1.90042,43.14742,0,0
250.548,1.9,43.11337,0,0
250.64799,1.89917,43.07322,0,0
250.748,1.89854,43.02847,0,0
250.84801,1.89771,42.97999,0,0
250.948,1.89688,42.9299,0,0
251.048,1.89583,42.87985,0,0
251.14799,1.895,42.83164,0,0
251.248,1.89438,42.78384,0,0
251.34801,1.89354,42.74092,0,0
251.448,1.89292,42.70254,0,0
251.548,1.89229,42.66605,0,0
251.64799,1.89146,42.63254,0,0
251.748,1.89083,42.59779,0,0
251.84801,1.89042,42.56511,0,0
251.948,1.88958,42.52831,0,0
252.048,1.88896,42.48924,0,0
252.14799,1.88833,42.45745,0,0
252.248,1.88771,42.42759,0,0
252.34801,1.88729,42.39918,0,0
252.448,1.88667,42.37092,0,0
252.548,1.88625,42.3471,0,0
252.64799,1.88583,42.32362,0,0
252.748,1.88542,42.30128,0,0
252.84801,1.885,42.27832,0,0
252.948,1.88458,42.258,0,0
253.048,1.88417,42.23725,0,0
253.14799,1.88375,42.21396,0,0
253.248,1.88313,42.19315,0,0
253.34801,1.88271,42.17015,0,0
253.448,1.88229,42.14589,0,0
253.548,1.88188,42.11977,0,0
253.64799,1.88146,42.09507,0,0
253.748,1.88083,42.06933,0,0
253.84801,1.88021,42.03719,0,0
253.948,1.87958,41.99515,0,0
254.048,1.87875,41.95185,0,0
254.14799,1.87792,41.90784,0,0
254.248,1.87708,41.85636,0,0
254.34801,1.87604,41.80281,0,0
254.448,1.875,41.74525,0,0
254.548,1.87375,41.67773,0,0
254.64799,1.8725,41.60662,0,0
254.748,1.87125,41.52934,0,0
254.84801,1.87,41.45028,0,0
254.948,1.86875,41.37877,0,0
255.048,1.8675,41.30762,0,0
255.14799,1.86625,41.2404,0,0
255.248,1.86521,41.18634,0,0
255.34801,1.86438,41.14202,0,0
255.448,1.86375,41.10806,0,0
255.548,1.86333,41.08313,0,0
255.64799,1.86292,41.06745,0,0
255.748,1.86271,41.05532,0,0
255.84801,1.8625,41.04891,0,0
255.948,1.86229,41.04217,0,0
256.048,1.86208,41.03738,0,0
256.14801,1.86188,41.03309,0,0
256.24799,1.86188,41.0293,0,0
256.34799,1.86167,41.02581,0,0
256.448,1.86146,41.01947,0,0
256.548,1.86125,41.00959,0,0
256.64801,1.86104,41.00082,0,0
256.74799,1.86083,40.98838,0,0
256.84799,1.86042,40.97555,0,0
256.948,1.86021,40.9599,0,0
257.048,1.85979,40.94136,0,0
257.14801,1.85938,40.91932,0,0
257.24799,1.85896,40.89544,0,0
257.34799,1.85833,40.86356,0,0
257.448,1.85771,40.82922,0,0
257.548,1.85708,40.78983,0,0
257.64801,1.85646,40.74628,0,0
257.74799,1.85563,40.70523,0,0
257.84799,1.855,40.66198,0,0
257.948,1.85417,40.61884,0,0
258.048,1.85333,40.58018,0,0
258.14801,1.85271,40.53979,0,0
258.24799,1.85208,40.50237,0,0
258.34799,1.85146,40.46849,0,0
258.448,1.85083,40.43638,0,0
258.548,1.85021,40.40281,0,0
258.64801,1.84958,40.36885,0,0
258.74799,1.84875,40.32539,0,0
258.84799,1.84792,40.28015,0,0
258.948,1.84729,40.24147,0,0
259.048,1.84667,40.20259,0,0
259.14801,1.84604,40.17128,0,0
259.24799,1.84542,40.13971,0,0
259.34799,1.845,40.11231,0,0
259.448,1.84438,40.09038,0,0
259.548,1.84396,40.0657,0,0
259.64801,1.84354,40.04308,0,0
259.74799,1.84313,40.02095,0,0
259.84799,1.8425,39.99789,0,0
259.948,1.84208,39.97464,0,0
260.048,1.84167,39.95367,0,0
260.14801,1.84125,39.92808,0,0
260.24799,1.84063,39.89541,0,0
260.34799,1.83979,39.85614,0,0
260.448,1.83917,39.8173,0,0
260.548,1.83833,39.77192,0,0
260.64801,1.8375,39.72303,0,0
260.74799,1.83646,39.67242,0,0
260.84799,1.83563,39.61993,0,0
260.948,1.83438,39.55575,0,0
261.048,1.83312,39.48923,0,0
261.14801,1.83188,39.41703,0,0
261.24799,1.83063,39.34208,0,0
261.34799,1.82938,39.2702,0,0
261.448,1.82813,39.20087,0,0
261.548,1.82667,39.13089,0,0
261.64801,1.82563,39.06137,0,0
261.74799,1.82438,39.0028,0,0
261.84799,1.82354,38.95252,0,0
261.948,1.82271,38.91522,0,0
262.048,1.82229,38.88748,0,0
262.14801,1.82167,38.8625,0,0
262.24799,1.82125,38.84448,0,0
262.34799,1.82104,38.83337,0,0
262.448,1.82083,38.82979,0,0
262.548,1.82063,38.82739,0,0
262.64801,1.82063,38.82504,0,0
262.74799,1.82042,38.8219,0,0
262.84799,1.82021,38.82133,0,0
262.948,1.82021,38.82168,0,0
263.048,1.82,38.81975,0,0
263.14801,1.82,38.8197,0,0
263.24799,1.81979,38.81278,0,0
263.34799,1.81958,38.80969,0,0
263.448,1.81958,38.80057,0,0
263.548,1.81917,38.79437,0,0
263.64801,1.81896,38.78267,0,0
263.74799,1.81875,38.76838,0,0
263.84799,1.81833,38.74379,0,0
263.948,1.81792,38.72001,0,0
264.048,1.81729,38.69085,0,0
264.14801,1.81667,38.64716,0,0
264.24799,1.81583,38.60602,0,0
264.34799,1.815,38.56255,0,0
264.448,1.81417,38.51231,0,0
264.548,1.81333,38.46513,0,0
264.64801,1.8125,38.41958,0,0
264.74799,1.81167,38.3774,0,0
264.84799,1.81083,38.33518,0,0
264.948,1.81021,38.29224,0,0
265.048,1.80917,38.24099,0,0
265.14801,1.80833,38.19164,0,0
265.24799,1.8075,38.15167,0,0
265.34799,1.80688,38.11094,0,0
265.448,1.80604,38.07575,0,0
265.548,1.80542,38.04218,0,0
265.64801,1.80479,38.01287,0,0
265.74799,1.80438,37.98177,0,0
265.84799,1.80375,37.95853,0,0
265.948,1.80333,37.93426,0,0
266.048,1.80271,37.90881,0,0
266.14801,1.80229,37.88512,0,0
266.24799,1.80167,37.86254,0,0
266.34799,1.80125,37.83252,0,0
266.448,1.80042,37.79667,0,0
266.548,1.79979,37.75779,0,0
266.64801,1.79896,37.71827,0,0
266.74799,1.79813,37.67711,0,0
266.84799,1.79729,37.6326,0,0
266.948,1.79646,37.58448,0,0
267.048,1.79542,37.53434,0,0
267.14801,1.79438,37.4706,0,0
267.24799,1.79313,37.4073,0,0
267.34799,1.79167,37.33278,0,0
267.448,1.79021,37.2522,0,0
267.548,1.78875,37.17645,0,0
267.64801,1.78729,37.09447,0,0
267.74799,1.78583,37.01319,0,0
267.84799,1.78458,36.94574,0,0
267.948,1.78333,36.88835,0,0
268.048,1.7825,36.84018,0,0
268.14801,1.78146,36.79717,0,0
268.24799,1.78083,36.76368,0,0
268.34799,1.78042,36.74322,0,0
268.448,1.78,36.73341,0,0
268.548,1.78,36.72948,0,0
268.64801,1.77979,36.72725,0,0
268.74799,1.77958,36.72865,0,0
268.84799,1.77958,36.73029,0,0
268.948,1.77958,36.73148,0,0
269.048,1.77937,36.73461,0,0
269.14801,1.77937,36.73504,0,0
269.24799,1.77937,36.73555,0,0
269.34799,1.77917,36.73679,0,0
269.448,1.77917,36.73614,0,0
269.548,1.77896,36.73452,0,0
269.64801,1.77896,36.73178,0,0
269.74799,1.77875,36.72851,0,0
269.84799,1.77854,36.71988,0,0
269.948,1.77833,36.7104,0,0
270.048,1.77813,36.69664,0,0
270.14801,1.77771,36.67876,0,0
270.24799,1.77729,36.65594,0,0
270.34799,1.77667,36.62626,0,0
270.448,1.77604,36.59148,0,0
270.548,1.77521,36.55031,0,0
270.64801,1.77438,36.50466,0,0
270.74799,1.77354,36.45979,0,0
270.84799,1.77271,36.41515,0,0
270.948,1.77188,36.36916,0,0
271.048,1.77104,36.32275,0,0
271.14801,1.77021,36.27648,0,0
271.24799,1.76938,36.23102,0,0
271.34799,1.76854,36.18563,0,0
271.448,1.76771,36.14437,0,0
271.548,1.76708,36.10775,0,0
271.64801,1.76625,36.07325,0,0
271.74799,1.76563,36.04205,0,0
271.84799,1.765,36.01411,0,0
271.948,1.76437,35.98332,0,0
272.048,1.76375,35.95096,0,0
272.14801,1.76313,35.92273,0,0
272.24799,1.7625,35.88835,0,0
272.34799,1.76188,35.85488,0,0
272.448,1.76104,35.81352,0,0
272.548,1.76021,35.77122,0,0
272.64801,1.75938,35.72818,0,0
272.74799,1.75854,35.68101,0,0
272.84799,1.7575,35.63205,0,0
272.948,1.75646,35.5773,0,0
273.048,1.75521,35.51419,0,0
273.14801,1.75375,35.44022,0,0
273.24799,1.75208,35.35739,0,0
273.34799,1.75042,35.2625,0,0
273.448,1.74854,35.16738,0,0
273.548,1.74688,35.07275,0,0
273.64801,1.74521,34.99014,0,0
273.74799,1.74375,34.9195,0,0
273.84799,1.74271,34.86497,0,0
273.948,1.74167,34.81283,0,0
274.048,1.74083,34.77275,0,0
274.14801,1.74021,34.74529,0,0
274.24799,1.73979,34.73304,0,0
274.34799,1.73958,34.72757,0,0
274.448,1.73958,34.729,0,0
274.548,1.73938,34.73093,0,0
274.64801,1.73938,34.73251,0,0
274.74799,1.73938,34.73701,0,0
274.84799,1.73938,34.74003,0,0
274.948,1.73917,34.74437,0,0
275.048,1.73917,34.74669,0,0
275.14801,1.73917,34.75101,0,0
275.24799,1.73917,34.7528,0,0
275.34799,1.73917,34.75528,0,0
275.448,1.73896,34.75632,0,0
275.548,1.73896,34.75708,0,0
275.64801,1.73896,34.7563,0,0
275.74799,1.73875,34.75473,0,0
275.84799,1.73854,34.74976,0,0
275.948,1.73833,34.74218,0,0
276.048,1.73813,34.73174,0,0
276.14801,1.73771,34.71566,0,0
276.24799,1.73729,34.69119,0,0
276.34799,1.73667,34.66341,0,0
276.448,1.73604,34.62328,0,0
276.548,1.73521,34.57635,0,0
276.64801,1.73417,34.52393,0,0
276.74799,1.73313,34.47052,0,0
276.84799,1.73229,34.41562,0,0
276.948,1.73125,34.36329,0,0
277.048,1.73,34.30304,0,0
277.14801,1.72896,34.24525,0,0
277.24799,1.72812,34.19813,0,0
277.34799,1.72729,34.15128,0,0
277.448,1.72646,34.10857,0,0
277.548,1.72563,34.07368,0,0
277.64801,1.725,34.04011,0,0
277.74799,1.72438,34.01066,0,0
277.84799,1.72375,33.97795,0,0
277.948,1.72313,33.94807,0,0
278.048,1.72229,33.91382,0,0
278.14801,1.72167,33.88015,0,0
278.24799,1.72104,33.84665,0,0
278.34799,1.72021,33.81249,0,0
278.448,1.71958,33.77997,0,0
278.548,1.71875,33.74064,0,0
278.64801,1.71792,33.70117,0,0
278.74799,1.71708,33.65433,0,0
278.84799,1.71604,33.59853,0,0
278.948,1.71479,33.53839,0,0
279.048,1.71333,33.46256,0,0
279.14801,1.71167,33.37688,0,0
279.24799,1.71,33.28691,0,0
279.34799,1.70792,33.18486,0,0
279.448,1.70583,33.07569,0,0
279.548,1.70417,32.98299,0,0
279.64801,1.7025,32.90553,0,0
279.74799,1.70125,32.8479,0,0
279.84799,1.70042,32.81033,0,0
279.948,1.7,32.78722,0,0
280.048,1.69958,32.77643,0,0
280.14801,1.69938,32.7742,0,0
280.24799,1.69917,32.77245,0,0
280.34799,1.69917,32.77943,0,0
280.448,1.69917,32.78043,0,0
280.548,1.69917,32.78434,0,0
280.64801,1.69917,32.78965,0,0
280.74799,1.69896,32.7954,0,0
280.84799,1.69896,32.7981,0,0
280.948,1.69896,32.80253,0,0
281.048,1.69896,32.80635,0,0
281.14801,1.69896,32.81003,0,0
281.24799,1.69896,32.81258,0,0
281.34799,1.69875,32.81311,0,0
281.448,1.69875,32.81342,0,0
281.548,1.69875,32.81223,0,0
281.64801,1.69854,32.81138,0,0
281.74799,1.69833,32.80589,0,0
281.84799,1.69813,32.79662,0,0
281.948,1.69792,32.78442,0,0
282.048,1.6975,32.76538,0,0
282.14801,1.69708,32.74224,0,0
282.24799,1.69646,32.71223,0,0
282.34799,1.69563,32.67236,0,0
282.448,1.69479,32.62936,0,0
282.548,1.69396,32.58002,0,0
282.64801,1.69292,32.53293,0,0
282.74799,1.69208,32.48348,0,0
282.84799,1.69104,32.43079,0,0
282.948,1.69021,32.38438,0,0
283.048,1.68938,32.34005,0,0
283.14801,1.68854,32.29972,0,0
283.24799,1.68771,32.26137,0,0
283.34799,1.68687,32.2273,0,0
283.448,1.68625,32.1937,0,0
283.548,1.68563,32.16375,0,0
283.64801,1.685,32.13176,0,0
283.74799,1.68417,32.09784,0,0
283.84799,1.68354,32.06537,0,0
283.948,1.68271,32.03101,0,0
284.048,1.68188,31.99039,0,0
284.14801,1.68104,31.9497,0,0
284.24799,1.68021,31.90685,0,0
284.34799,1.67938,31.86304,0,0
284.448,1.67833,31.81165,0,0
284.548,1.67708,31.75009,0,0
284.64801,1.67542,31.67485,0,0
284.74799,1.67354,31.57914,0,0
284.84799,1.67104,31.45648,0,0
284.948,1.66833,31.31217,0,0
285.048,1.66521,31.15474,0,0
285.14801,1.66229,31.00708,0,0
285.24799,1.65958,30.86977,0,0
285.34799,1.65771,30.77328,0,0
285.448,1.65646,30.72229,0,0
285.548,1.65583,30.69951,0,0
285.64801,1.65563,30.69757,0,0
285.74799,1.65563,30.70473,0,0
285.84799,1.65563,30.71378,0,0
285.948,1.65563,30.72447,0,0
286.048,1.65563,30.73239,0,0
286.14801,1.65563,30.73981,0,0
286.24799,1.65563,30.74774,0,0
286.34799,1.65563,30.75451,0,0
286.448,1.65563,30.76231,0,0
286.548,1.65563,30.76735,0,0
286.64801,1.65563,30.77255,0,0
286.74799,1.65563,30.77733,0,0
286.84799,1.65563,30.7825,0,0
286.948,1.65563,30.78764,0,0
287.048,1.65563,30.79202,0,0
287.14801,1.65563,30.79585,0,0
287.24799,1.65563,30.80004,0,0
287.34799,1.65563,30.80364,0,0
287.448,1.65563,30.80753,0,0
287.548,1.65563,30.81071,0,0
287.64801,1.65563,30.81484,0,0
287.74799,1.65563,30.81924,0,0
287.84799,1.65563,30.82091,0,0
287.948,1.65542,30.82382,0,0
288.048,1.65542,30.82581,0,0
288.14801,1.65542,30.82393,0,0
288.24799,1.65521,30.82061,0,0
288.34799,1.655,30.81251,0,0
288.448,1.65479,30.80109,0,0
288.548,1.65438,30.78526,0,0
288.64801,1.65396,30.76044,0,0
288.74799,1.65333,30.72783,0,0
288.84799,1.6525,30.68712,0,0
288.948,1.65167,30.63931,0,0
289.048,1.65042,30.57892,0,0
289.14801,1.64917,30.51744,0,0
289.24799,1.64813,30.45377,0,0
289.34799,1.64688,30.39672,0,0
289.448,1.64583,30.34258,0,0
289.548,1.64479,30.29049,0,0
289.64801,1.64375,30.24106,0,0
289.74799,1.64271,30.1914,0,0
289.84799,1.64167,30.14171,0,0
289.948,1.64042,30.08208,0,0
290.048,1.63917,30.02083,0,0
290.14801,1.63771,29.95335,0,0
290.24799,1.63583,29.86617,0,0
290.34799,1.63354,29.75417,0,0
290.448,1.63063,29.61565,0,0
290.548,1.6275,29.45707,0,0
290.64801,1.62417,29.29372,0,0
290.74799,1.62104,29.14587,0,0
290.84799,1.61854,29.02254,0,0
290.948,1.61688,28.9425,0,0
291.048,1.61583,28.90538,0,0
291.14801,1.61521,28.89282,0,0
291.24799,1.615,28.8956,0,0
291.34799,1.615,28.90368,0,0
291.448,1.615,28.91213,0,0
291.548,1.615,28.92164,0,0
291.64801,1.615,28.93063,0,0
291.74799,1.615,28.93847,0,0
291.84799,1.615,28.94606,0,0
291.948,1.615,28.95336,0,0
292.048,1.615,28.95875,0,0
292.14801,1.615,28.96359,0,0
292.24799,1.615,28.97042,0,0
292.34799,1.615,28.97413,0,0
292.448,1.615,28.97857,0,0
292.548,1.615,28.98375,0,0
292.64801,1.615,28.98646,0,0
292.74799,1.615,28.99133,0,0
292.84799,1.615,28.99503,0,0
292.948,1.615,28.99744,0,0
293.048,1.615,29.00284,0,0
293.14801,1.61479,29.00442,0,0
293.24799,1.61479,29.00681,0,0
293.34799,1.61479,29.00768,0,0
293.448,1.61479,29.00481,0,0
293.548,1.61458,29.00011,0,0
293.64801,1.61437,28.99282,0,0
293.74799,1.61417,28.98179,0,0
293.84799,1.61375,28.96537,0,0
293.948,1.61333,28.9464,0,0
294.048,1.61271,28.9175,0,0
294.14801,1.61188,28.87794,0,0
294.24799,1.61083,28.82888,0,0
294.34799,1.61,28.77877,0,0
294.448,1.60896,28.72683,0,0
294.548,1.60792,28.67725,0,0
294.64801,1.60688,28.62665,0,0
294.74799,1.60583,28.58252,0,0
294.84799,1.605,28.53465,0,0
294.948,1.60396,28.48946,0,0
295.048,1.60292,28.4475,0,0
295.14801,1.60188,28.3987,0,0
295.24799,1.60063,28.33932,0,0
295.34799,1.59938,28.27498,0,0
295.448,1.59771,28.20024,0,0
295.548,1.59563,28.10036,0,0
295.64801,1.59292,27.97494,0,0
295.74799,1.59,27.8388,0,0
295.84799,1.58688,27.69155,0,0
295.948,1.58375,27.55092,0,0
296.048,1.58063,27.41441,0,0
296.14801,1.57833,27.29514,0,0
296.24799,1.57667,27.22556,0,0
296.34799,1.57563,27.19142,0,0
296.448,1.575,27.17429,0,0
296.548,1.57479,27.17614,0,0
296.64801,1.57458,27.18428,0,0
296.74799,1.57458,27.19332,0,0
296.84799,1.57458,27.20185,0,0
296.948,1.57458,27.21034,0,0
297.048,1.57458,27.21766,0,0
297.14801,1.57458,27.22467,0,0
297.24799,1.57458,27.23188,0,0
297.34799,1.57458,27.23604,0,0
297.448,1.57458,27.24312,0,0
297.548,1.57458,27.2484,0,0
297.64801,1.57458,27.25108,0,0
297.74799,1.57458,27.2557,0,0
297.84799,1.57458,27.26091,0,0
297.948,1.57458,27.26532,0,0
298.048,1.57458,27.26648,0,0
298.14801,1.57458,27.27047,0,0
298.24799,1.57438,27.27247,0,0
298.34799,1.57438,27.27294,0,0
298.448,1.57438,27.27246,0,0
298.548,1.57417,27.26977,0,0
298.64801,1.57417,27.26518,0,0
298.74799,1.57396,27.25822,0,0
298.84799,1.57354,27.24618,0,0
298.948,1.57333,27.23148,0,0
299.048,1.57271,27.20993,0,0
299.14801,1.57229,27.18285,0,0
299.24799,1.57125,27.14533,0,0
299.34799,1.57042,27.09869,0,0
299.448,1.56938,27.05102,0,0
299.548,1.56833,27.00067,0,0
299.64801,1.5675,26.95395,0,0
299.74799,1.56646,26.91329,0,0
299.84799,1.56563,26.87134,0,0
299.948,1.56458,26.82788,0,0
300.048,1.56354,26.785,0,0
300.14801,1.56271,26.74153,0,0
300.24799,1.56146,26.6901,0,0
300.34799,1.56042,26.64013,0,0
300.448,1.55896,26.5759,0,0
300.548,1.55708,26.49892,0,0
300.64801,1.55479,26.39474,0,0
300.74799,1.55187,26.26282,0,0
300.84799,1.54833,26.1041,0,0
300.948,1.54458,25.92764,0,0
301.048,1.54042,25.74824,0,0
301.14801,1.53708,25.59276,0,0
301.24799,1.535,25.49573,0,0
301.34799,1.53354,25.44646,0,0
301.448,1.53292,25.42941,0,0
301.548,1.53271,25.43086,0,0
301.64801,1.5325,25.43741,0,0
301.74799,1.5325,25.44761,0,0
301.84799,1.5325,25.45724,0,0
301.948,1.5325,25.46598,0,0
302.048,1.5325,25.47498,0,0
302.14801,1.5325,25.48149,0,0
302.24799,1.5325,25.48804,0,0
302.34799,1.5325,25.49292,0,0
302.448,1.5325,25.49921,0,0
302.548,1.5325,25.50499,0,0
302.64801,1.5325,25.50911,0,0
302.74799,1.5325,25.51394,0,0
302.84799,1.5325,25.51852,0,0
302.948,1.5325,25.52255,0,0
303.048,1.5325,25.52608,0,0
303.14801,1.5325,25.52997,0,0
303.24799,1.5325,25.53416,0,0
303.34799,1.5325,25.53796,0,0
303.448,1.5325,25.54091,0,0
303.548,1.5325,25.54519,0,0
303.64801,1.5325,25.54472,0,0
303.74799,1.5325,25.54772,0,0
303.84799,1.53229,25.54728,0,0
303.948,1.53229,25.54278,0,0
304.048,1.53208,25.53996,0,0
304.14801,1.53188,25.52824,0,0
304.24799,1.53146,25.51024,0,0
304.34799,1.53083,25.48096,0,0
304.448,1.53,25.44235,0,0
304.548,1.52896,25.39525,0,0
304.64801,1.52813,25.34771,0,0
304.74799,1.52708,25.29246,0,0
304.84799,1.52604,25.2491,0,0
304.948,1.525,25.19997,0,0
305.048,1.52396,25.14775,0,0
305.14801,1.52271,25.08636,0,0
305.24799,1.52146,25.02957,0,0
305.34799,1.52,24.95933,0,0
305.448,1.51833,24.8834,0,0
305.548,1.51604,24.78262,0,0
305.64801,1.51354,24.66322,0,0
305.74799,1.51042,24.52268,0,0
305.84799,1.50688,24.36199,0,0
305.948,1.50313,24.19158,0,0
306.048,1.49938,24.02477,0,0
306.14801,1.49646,23.89284,0,0
306.24799,1.49458,23.81372,0,0
306.34799,1.49354,23.77598,0,0
306.448,1.49292,23.75904,0,0
306.548,1.4925,23.75735,0,0
306.64801,1.4925,23.76337,0,0
306.74799,1.4925,23.77183,0,0
306.84799,1.4925,23.78204,0,0
306.948,1.4925,23.79036,0,0
307.048,1.4925,23.79816,0,0
307.14801,1.4925,23.805,0,0
307.24799,1.4925,23.81173,0,0
307.34799,1.4925,23.81705,0,0
307.448,1.4925,23.82368,0,0
307.548,1.4925,23.82795,0,0
307.64801,1.4925,23.83357,0,0
307.74799,1.4925,23.83886,0,0
307.84799,1.4925,23.84254,0,0
307.948,1.4925,23.84744,0,0
308.048,1.4925,23.85147,0,0
308.14801,1.4925,23.85555,0,0
308.24799,1.4925,23.85854,0,0
308.34799,1.4925,23.86151,0,0
308.448,1.4925,23.86654,0,0
308.548,1.49229,23.86894,0,0
308.64801,1.49229,23.87154,0,0
308.74799,1.49229,23.87341,0,0
308.84799,1.49229,23.87409,0,0
308.948,1.49208,23.87122,0,0
309.048,1.49208,23.86683,0,0
309.14801,1.49167,23.85812,0,0
309.24799,1.49146,23.84257,0,0
309.34799,1.49104,23.82208,0,0
309.448,1.49021,23.79375,0,0
309.548,1.48937,23.75661,0,0
309.64801,1.48854,23.7154,0,0
309.74799,1.4875,23.66895,0,0
309.84799,1.48646,23.62087,0,0
309.948,1.48542,23.57511,0,0
310.048,1.48438,23.52678,0,0
310.14801,1.48312,23.4751,0,0
310.24799,1.48188,23.42138,0,0
310.34799,1.48063,23.36637,0,0
310.448,1.47917,23.30182,0,0
310.548,1.4775,23.22733,0,0
310.64801,1.47521,23.13489,0,0
310.74799,1.4725,23.01864,0,0
310.84799,1.46917,22.87931,0,0
310.948,1.46542,22.71749,0,0
311.048,1.46083,22.5314,0,0
311.14801,1.45667,22.35186,0,0
311.24799,1.45375,22.22998,0,0
311.34799,1.45188,22.16292,0,0
311.448,1.45063,22.12724,0,0
311.548,1.45,22.11391,0,0
311.64801,1.44979,22.11839,0,0
311.74799,1.44958,22.12575,0,0
311.84799,1.44958,22.13698,0,0
311.948,1.44958,22.14821,0,0
312.048,1.44958,22.15755,0,0
312.14801,1.44958,22.1663,0,0
312.24799,1.44958,22.17467,0,0
312.34799,1.44958,22.1814,0,0
312.448,1.44958,22.1879,0,0
312.548,1.44958,22.19446,0,0
312.64801,1.44958,22.19965,0,0
312.74799,1.44958,22.20491,0,0
312.84799,1.44958,22.21083,0,0
312.948,1.44958,22.21494,0,0
313.048,1.44958,22.2206,0,0
313.14801,1.44958,22.22445,0,0
313.24799,1.44958,22.22864,0,0
313.34799,1.44958,22.23122,0,0
313.448,1.44958,22.2331,0,0
313.548,1.44938,22.23446,0,0
313.64801,1.44938,22.23289,0,0
313.74799,1.44917,22.22937,0,0
313.84799,1.44896,22.22186,0,0
313.948,1.44875,22.21189,0,0
314.048,1.44833,22.19798,0,0
314.14801,1.44792,22.18113,0,0
314.24799,1.4475,22.16141,0,0
314.34799,1.44688,22.13495,0,0
314.448,1.44604,22.10545,0,0
314.548,1.44521,22.07119,0,0
314.64801,1.44438,22.03596,0,0
314.74799,1.44354,21.99866,0,0
314.84799,1.44229,21.95337,0,0
314.948,1.44125,21.90462,0,0
315.048,1.43979,21.85222,0,0
315.14801,1.43833,21.7903,0,0
315.24799,1.43646,21.71584,0,0
315.34799,1.43417,21.62554,0,0
315.448,1.43146,21.51603,0,0
315.548,1.42771,21.37335,0,0
315.64801,1.42333,21.19912,0,0
315.74799,1.41854,21.00663,0,0
315.84799,1.41438,20.83809,0,0
315.948,1.41104,20.71443,0,0
316.048,1.40896,20.63891,0,0
316.14801,1.40792,20.61205,0,0
316.24799,1.4075,20.60633,0,0
316.34799,1.40708,20.61059,0,0
316.448,1.40708,20.62327,0,0
316.548,1.40708,20.63124,0,0
316.64801,1.40708,20.64133,0,0
316.74799,1.40708,20.65186,0,0
316.84799,1.40708,20.66046,0,0
316.948,1.40708,20.66863,0,0
317.048,1.40688,20.67672,0,0
317.14801,1.40688,20.68171,0,0
317.24799,1.40688,20.68896,0,0
317.34799,1.40688,20.69549,0,0
317.448,1.40688,20.69954,0,0
317.548,1.40688,20.70377,0,0
317.64801,1.40688,20.70828,0,0
317.74799,1.40688,20.71172,0,0
317.84799,1.40688,20.71383,0,0
317.948,1.40667,20.71493,0,0
318.048,1.40667,20.71347,0,0
318.14801,1.40667,20.71203,0,0
318.24799,1.40646,20.70684,0,0
318.34799,1.40625,20.69887,0,0
318.448,1.40583,20.68928,0,0
318.548,1.40562,20.67299,0,0
318.64801,1.40521,20.6605,0,0
318.74799,1.40458,20.63934,0,0
318.84799,1.40396,20.61451,0,0
318.948,1.40313,20.57634,0,0
319.048,1.40208,20.53907,0,0
319.14801,1.40104,20.49469,0,0
319.24799,1.39979,20.44809,0,0
319.34799,1.39833,20.39062,0,0
319.448,1.39646,20.32085,0,0
319.548,1.39458,20.24347,0,0
319.64801,1.39208,20.15092,0,0
319.74799,1.38896,20.03492,0,0
