General : End date,17/04/2023,,,
General : Excluded,FALSE,,,
General : Specimen number (included),10,,,
General : Start date,17/04/2023,,,
General : System ID,5544H1816,,,
General : Unique identifier,{8650C6E3-BA5D-47C9-9392-379ED1594FFC},,,
Strain : Compressive strain (Extension) gauge length,100,mm,,
Strain : Time at removal,,s,,
Specimen text inputs : Specimen text input  1,fsr_no_pluck_10_repeat,,,
,,,,
Time,Extension,Load,Cycle count,Total cycle count
(s),(mm),(N),,
463.246,1.29083,20.68829,0,0
463.34601,1.29083,20.68535,0,0
463.44601,1.29104,20.68702,0,0
463.54599,1.29104,20.68651,0,0
463.646,1.29125,20.68935,0,0
463.746,1.29125,20.69356,0,0
463.84601,1.29146,20.69888,0,0
463.94601,1.29167,20.70728,0,0
464.04599,1.29188,20.71406,0,0
464.146,1.29229,20.72512,0,0
464.246,1.29271,20.74158,0,0
464.34601,1.29313,20.76351,0,0
464.44601,1.29396,20.79041,0,0
464.54599,1.29479,20.82781,0,0
464.646,1.29583,20.8679,0,0
464.746,1.29708,20.91399,0,0
464.84601,1.29813,20.95586,0,0
464.94601,1.29958,21.00662,0,0
465.04599,1.30146,21.08114,0,0
465.146,1.30396,21.18105,0,0
465.246,1.30708,21.2996,0,0
465.34601,1.31083,21.44966,0,0
465.44601,1.31479,21.60859,0,0
465.54599,1.31875,21.77157,0,0
465.646,1.3225,21.92716,0,0
465.746,1.32542,22.04859,0,0
465.84601,1.32688,22.09959,0,0
465.94601,1.32771,22.12378,0,0
466.04599,1.32833,22.13936,0,0
466.146,1.32854,22.14584,0,0
466.246,1.32875,22.14534,0,0
466.34601,1.32896,22.1416,0,0
466.44601,1.32896,22.13741,0,0
466.54599,1.32896,22.13152,0,0
466.646,1.32917,22.1255,0,0
466.746,1.32917,22.12113,0,0
466.84601,1.32917,22.11622,0,0
466.94601,1.32917,22.11041,0,0
467.04599,1.32917,22.10784,0,0
467.146,1.32917,22.10278,0,0
467.246,1.32917,22.1005,0,0
467.34601,1.32917,22.09582,0,0
467.44601,1.32917,22.09426,0,0
467.54599,1.32917,22.0909,0,0
467.646,1.32938,22.09154,0,0
467.746,1.32938,22.0894,0,0
467.84601,1.32938,22.08978,0,0
467.94601,1.32958,22.09372,0,0
468.04599,1.32958,22.09945,0,0
468.146,1.32979,22.10643,0,0
468.246,1.33021,22.11814,0,0
468.34601,1.33042,22.13077,0,0
468.44601,1.33083,22.1473,0,0
468.54599,1.33125,22.16574,0,0
468.646,1.33188,22.18555,0,0
468.746,1.33271,22.21502,0,0
468.84601,1.33354,22.25123,0,0
468.94601,1.33458,22.29392,0,0
469.04599,1.33583,22.34801,0,0
469.146,1.33729,22.40568,0,0
469.246,1.33896,22.46789,0,0
469.34601,1.34083,22.53764,0,0
469.44601,1.34333,22.637,0,0
469.54599,1.34604,22.75083,0,0
469.646,1.34979,22.89999,0,0
469.746,1.35375,23.07845,0,0
469.84601,1.35729,23.23633,0,0
469.94601,1.36042,23.35865,0,0
470.04599,1.3625,23.45496,0,0
470.146,1.36417,23.51389,0,0
470.246,1.365,23.5435,0,0
470.34601,1.36542,23.55331,0,0
470.44601,1.36563,23.55213,0,0
470.54599,1.36563,23.54643,0,0
470.646,1.36583,23.54314,0,0
470.746,1.36583,23.53692,0,0
470.84601,1.36583,23.53046,0,0
470.94601,1.36583,23.52554,0,0
471.04599,1.36583,23.51968,0,0
471.146,1.36583,23.51513,0,0
471.246,1.36583,23.51047,0,0
471.34601,1.36583,23.50707,0,0
471.44601,1.36583,23.50193,0,0
471.54599,1.36583,23.49887,0,0
471.646,1.36583,23.49547,0,0
471.746,1.36604,23.49283,0,0
471.84601,1.36604,23.49049,0,0
471.94601,1.36604,23.49084,0,0
472.04599,1.36604,23.48996,0,0
472.146,1.36625,23.49129,0,0
472.246,1.36625,23.49604,0,0
472.34601,1.36646,23.50046,0,0
472.44601,1.36667,23.50992,0,0
472.54599,1.36708,23.52351,0,0
472.646,1.36729,23.53936,0,0
472.746,1.36792,23.55968,0,0
472.84601,1.36854,23.58893,0,0
472.94601,1.36937,23.62209,0,0
473.04599,1.37042,23.66377,0,0
473.146,1.37125,23.70135,0,0
473.246,1.37229,23.74098,0,0
473.34601,1.37333,23.78568,0,0
473.44601,1.37458,23.83473,0,0
473.54599,1.37563,23.87829,0,0
473.646,1.37688,23.92936,0,0
473.746,1.37833,23.98631,0,0
473.84601,1.38,24.05563,0,0
473.94601,1.38229,24.14557,0,0
474.04599,1.38479,24.25279,0,0
474.146,1.38813,24.38663,0,0
474.246,1.39208,24.55092,0,0
474.34601,1.39604,24.72532,0,0
474.44601,1.39917,24.86925,0,0
474.54599,1.40167,24.9743,0,0
474.646,1.40313,25.03569,0,0
474.746,1.40417,25.071,0,0
474.84601,1.40458,25.08432,0,0
474.94601,1.40479,25.08337,0,0
475.04599,1.405,25.07768,0,0
475.146,1.405,25.07332,0,0
475.246,1.405,25.06693,0,0
475.34601,1.40521,25.05976,0,0
475.44601,1.40521,25.05412,0,0
475.54599,1.40521,25.04959,0,0
475.646,1.40521,25.0444,0,0
475.746,1.40521,25.03811,0,0
475.84601,1.40521,25.03376,0,0
475.94601,1.40521,25.0302,0,0
476.04599,1.40521,25.02488,0,0
476.146,1.40521,25.02132,0,0
476.246,1.40521,25.01821,0,0
476.34601,1.40521,25.01487,0,0
476.44601,1.40521,25.01239,0,0
476.54599,1.40521,25.01111,0,0
476.646,1.40542,25.01008,0,0
476.746,1.40542,25.01048,0,0
476.84601,1.40562,25.01381,0,0
476.94601,1.40562,25.0172,0,0
477.04599,1.40583,25.02588,0,0
477.146,1.40604,25.03692,0,0
477.246,1.40646,25.04998,0,0
477.34601,1.40688,25.0699,0,0
477.44601,1.4075,25.09227,0,0
477.54599,1.40813,25.12257,0,0
477.646,1.40896,25.16092,0,0
477.746,1.41,25.20566,0,0
477.84601,1.41104,25.24687,0,0
477.94601,1.41208,25.29233,0,0
478.04599,1.41333,25.34365,0,0
478.146,1.41458,25.39999,0,0
478.246,1.41604,25.46355,0,0
478.34601,1.41729,25.51973,0,0
478.44601,1.41896,25.58971,0,0
478.54599,1.42125,25.67838,0,0
478.646,1.42396,25.8017,0,0
478.746,1.42708,25.93709,0,0
478.84601,1.43083,26.09805,0,0
478.94601,1.43458,26.26911,0,0
479.04599,1.4375,26.4093,0,0
479.146,1.44,26.51421,0,0
479.246,1.44146,26.58838,0,0
479.34601,1.4425,26.62253,0,0
479.44601,1.44313,26.64218,0,0
479.54599,1.44333,26.64703,0,0
479.646,1.44354,26.64518,0,0
479.746,1.44354,26.64034,0,0
479.84601,1.44375,26.6358,0,0
479.94601,1.44375,26.62825,0,0
480.04599,1.44375,26.62275,0,0
480.146,1.44375,26.61616,0,0
480.246,1.44375,26.61055,0,0
480.34601,1.44375,26.60568,0,0
480.44601,1.44375,26.60042,0,0
480.54599,1.44375,26.59546,0,0
480.646,1.44375,26.5906,0,0
480.746,1.44375,26.58767,0,0
480.84601,1.44375,26.58251,0,0
480.94601,1.44375,26.58011,0,0
481.04599,1.44375,26.57609,0,0
481.146,1.44375,26.57413,0,0
481.246,1.44375,26.57169,0,0
481.34601,1.44375,26.56971,0,0
481.44601,1.44396,26.56993,0,0
481.54599,1.44396,26.57081,0,0
481.646,1.44417,26.5761,0,0
481.746,1.44417,26.57988,0,0
481.84601,1.44438,26.58939,0,0
481.94601,1.44479,26.60132,0,0
482.04599,1.445,26.61535,0,0
482.146,1.44542,26.63558,0,0
482.246,1.44604,26.65981,0,0
482.34601,1.44688,26.69457,0,0
482.44601,1.44771,26.73776,0,0
482.54599,1.44896,26.78855,0,0
482.646,1.45021,26.8457,0,0
482.746,1.45125,26.89366,0,0
482.84601,1.4525,26.95112,0,0
482.94601,1.45396,27.0135,0,0
483.04599,1.45521,27.07089,0,0
483.146,1.45646,27.1306,0,0
483.246,1.45813,27.20508,0,0
483.34601,1.46,27.28838,0,0
483.44601,1.46229,27.39437,0,0
483.54599,1.465,27.51431,0,0
483.646,1.46854,27.66677,0,0
483.746,1.47187,27.83413,0,0
483.84601,1.47563,28.00936,0,0
483.94601,1.47875,28.16116,0,0
484.04599,1.48063,28.25672,0,0
484.146,1.48167,28.30266,0,0
484.246,1.48229,28.32322,0,0
484.34601,1.4825,28.3285,0,0
484.44601,1.48271,28.32552,0,0
484.54599,1.48271,28.31988,0,0
484.646,1.48292,28.31271,0,0
484.746,1.48292,28.30703,0,0
484.84601,1.48292,28.29935,0,0
484.94601,1.48292,28.29368,0,0
485.04599,1.48292,28.28718,0,0
485.146,1.48292,28.28085,0,0
485.246,1.48292,28.27695,0,0
485.34601,1.48292,28.27191,0,0
485.44601,1.48292,28.26647,0,0
485.54599,1.48292,28.26273,0,0
485.646,1.48292,28.25805,0,0
485.746,1.48292,28.25378,0,0
485.84601,1.48292,28.25018,0,0
485.94601,1.48292,28.24669,0,0
486.04599,1.48292,28.24226,0,0
486.146,1.48292,28.24017,0,0
486.246,1.48292,28.23593,0,0
486.34601,1.48292,28.23392,0,0
486.44601,1.48292,28.23157,0,0
486.54599,1.48292,28.23018,0,0
486.646,1.48312,28.23106,0,0
486.746,1.48312,28.23483,0,0
486.84601,1.48333,28.23948,0,0
486.94601,1.48354,28.25175,0,0
487.04599,1.48375,28.265,0,0
487.146,1.48417,28.28115,0,0
487.246,1.48458,28.29554,0,0
487.34601,1.485,28.31839,0,0
487.44601,1.48583,28.35092,0,0
487.54599,1.48667,28.39415,0,0
487.646,1.48771,28.44705,0,0
487.746,1.48917,28.51183,0,0
487.84601,1.49042,28.57942,0,0
487.94601,1.49167,28.64083,0,0
488.04599,1.49313,28.71073,0,0
488.146,1.49479,28.78861,0,0
488.246,1.49625,28.8624,0,0
488.34601,1.49771,28.93504,0,0
488.44601,1.49958,29.01983,0,0
488.54599,1.50208,29.13186,0,0
488.646,1.50458,29.25742,0,0
488.746,1.50771,29.41574,0,0
488.84601,1.51125,29.59432,0,0
488.94601,1.515,29.77258,0,0
489.04599,1.5175,29.9168,0,0
489.146,1.51979,30.02218,0,0
489.246,1.52104,30.0832,0,0
489.34601,1.52167,30.11036,0,0
489.44601,1.52188,30.11689,0,0
489.54599,1.52208,30.1148,0,0
489.646,1.52208,30.10944,0,0
489.746,1.52208,30.10236,0,0
489.84601,1.52208,30.09517,0,0
489.94601,1.52208,30.08811,0,0
490.04599,1.52208,30.08148,0,0
490.146,1.52208,30.07662,0,0
490.246,1.52208,30.07021,0,0
490.34601,1.52208,30.06533,0,0
490.44601,1.52208,30.06099,0,0
490.54599,1.52208,30.05535,0,0
490.646,1.52208,30.0519,0,0
490.746,1.52208,30.04717,0,0
490.84601,1.52208,30.04192,0,0
490.94601,1.52208,30.03926,0,0
491.04599,1.52208,30.03532,0,0
491.146,1.52208,30.0313,0,0
491.246,1.52208,30.02798,0,0
491.34601,1.52208,30.02401,0,0
491.44601,1.52208,30.02135,0,0
491.54599,1.52208,30.01902,0,0
491.646,1.52208,30.01408,0,0
491.746,1.52208,30.01146,0,0
491.84601,1.52208,30.00986,0,0
491.94601,1.52208,30.00623,0,0
492.04599,1.52229,30.00344,0,0
492.146,1.52229,30.00184,0,0
492.246,1.52229,30.00158,0,0
492.34601,1.5225,30.00463,0,0
492.44601,1.5225,30.01098,0,0
492.54599,1.52292,30.02133,0,0
492.646,1.52313,30.03694,0,0
492.746,1.52354,30.05527,0,0
492.84601,1.52417,30.08011,0,0
492.94601,1.525,30.11751,0,0
493.04599,1.52583,30.17093,0,0
493.146,1.52729,30.23363,0,0
493.246,1.52875,30.31149,0,0
493.34601,1.53021,30.38469,0,0
493.44601,1.53167,30.45588,0,0
493.54599,1.53333,30.53774,0,0
493.646,1.53479,30.61813,0,0
493.746,1.53646,30.69048,0,0
493.84601,1.53813,30.77781,0,0
493.94601,1.54021,30.87728,0,0
494.04599,1.54271,30.99813,0,0
494.146,1.54542,31.12975,0,0
494.246,1.54854,31.28451,0,0
494.34601,1.55146,31.43543,0,0
494.44601,1.55458,31.58793,0,0
494.54599,1.55708,31.72611,0,0
494.646,1.55896,31.82364,0,0
494.746,1.56021,31.87813,0,0
494.84601,1.56063,31.89973,0,0
494.94601,1.56104,31.90478,0,0
495.04599,1.56104,31.90372,0,0
495.146,1.56125,31.89769,0,0
495.246,1.56125,31.89063,0,0
495.34601,1.56125,31.88295,0,0
495.44601,1.56125,31.87665,0,0
495.54599,1.56125,31.87096,0,0
495.646,1.56125,31.86359,0,0
495.746,1.56125,31.85878,0,0
495.84601,1.56125,31.8541,0,0
495.94601,1.56125,31.84744,0,0
496.04599,1.56125,31.84424,0,0
496.146,1.56125,31.83928,0,0
496.246,1.56125,31.83413,0,0
496.34601,1.56125,31.83093,0,0
496.44601,1.56125,31.82563,0,0
496.54599,1.56125,31.8234,0,0
496.646,1.56125,31.82036,0,0
496.746,1.56125,31.81523,0,0
496.84601,1.56125,31.8132,0,0
496.94601,1.56125,31.80844,0,0
497.04599,1.56125,31.80655,0,0
497.146,1.56125,31.80218,0,0
497.246,1.56125,31.80014,0,0
497.34601,1.56125,31.79712,0,0
497.44601,1.56125,31.79751,0,0
497.54599,1.56146,31.79775,0,0
497.646,1.56146,31.80146,0,0
497.746,1.56167,31.81094,0,0
497.84601,1.56208,31.82155,0,0
497.94601,1.5625,31.84123,0,0
498.04599,1.56292,31.87078,0,0
498.146,1.56354,31.90224,0,0
498.246,1.56438,31.9374,0,0
498.34601,1.56521,31.9834,0,0
498.44601,1.56625,32.03551,0,0
498.54599,1.56729,32.09158,0,0
498.646,1.56854,32.1592,0,0
498.746,1.56979,32.21905,0,0
498.84601,1.57083,32.27161,0,0
498.94601,1.57208,32.33164,0,0
499.04599,1.57333,32.39458,0,0
499.146,1.57458,32.46337,0,0
499.246,1.57583,32.51892,0,0
499.34601,1.57688,32.5772,0,0
499.44601,1.57833,32.64026,0,0
499.54599,1.57979,32.72191,0,0
499.646,1.58187,32.82227,0,0
499.746,1.58396,32.93049,0,0
499.84601,1.58625,33.04865,0,0
499.94601,1.58812,33.14708,0,0
500.04599,1.59021,33.24913,0,0
500.146,1.59229,33.36038,0,0
500.246,1.59438,33.47272,0,0
500.34601,1.59604,33.55102,0,0
500.44601,1.59708,33.60756,0,0
500.54599,1.59813,33.65124,0,0
500.646,1.59875,33.67839,0,0
500.746,1.59896,33.6913,0,0
500.84601,1.59917,33.69362,0,0
500.94601,1.59938,33.69106,0,0
501.04599,1.59938,33.68766,0,0
501.146,1.59938,33.68314,0,0
501.246,1.59938,33.67661,0,0
501.34601,1.59938,33.67295,0,0
501.44601,1.59938,33.66629,0,0
501.54599,1.59938,33.66184,0,0
501.646,1.59958,33.65682,0,0
501.746,1.59958,33.65305,0,0
501.84601,1.59958,33.64815,0,0
501.94601,1.59958,33.64567,0,0
502.04599,1.59958,33.64148,0,0
502.146,1.59958,33.63663,0,0
502.246,1.59958,33.63542,0,0
502.34601,1.59958,33.63198,0,0
502.44601,1.59958,33.63146,0,0
502.54599,1.59979,33.63161,0,0
502.646,1.59979,33.63332,0,0
502.746,1.6,33.63592,0,0
502.84601,1.60021,33.64362,0,0
502.94601,1.60042,33.65464,0,0
503.04599,1.60083,33.66991,0,0
503.146,1.60125,33.6928,0,0
503.246,1.60167,33.7232,0,0
503.34601,1.6025,33.75926,0,0
503.44601,1.60312,33.79587,0,0
503.54599,1.60375,33.82764,0,0
503.646,1.60438,33.86203,0,0
503.746,1.60521,33.90192,0,0
503.84601,1.60604,33.94476,0,0
503.94601,1.60708,33.99481,0,0
504.04599,1.60813,34.04667,0,0
504.146,1.60896,34.09851,0,0
504.246,1.60979,34.14046,0,0
504.34601,1.61083,34.18528,0,0
504.44601,1.61167,34.23581,0,0
504.54599,1.61271,34.28055,0,0
504.646,1.61354,34.3319,0,0
504.746,1.61458,34.37922,0,0
504.84601,1.61542,34.42706,0,0
504.94601,1.61646,34.47335,0,0
505.04599,1.6175,34.52872,0,0
505.146,1.61875,34.58791,0,0
505.246,1.62021,34.6596,0,0
505.34601,1.62167,34.74106,0,0
505.44601,1.62333,34.82669,0,0
505.54599,1.62521,34.92605,0,0
505.646,1.62729,35.03321,0,0
505.746,1.62896,35.13034,0,0
505.84601,1.63083,35.21679,0,0
505.94601,1.6325,35.31011,0,0
506.04599,1.63417,35.39909,0,0
506.146,1.63542,35.46136,0,0
506.246,1.63625,35.50041,0,0
506.34601,1.63708,35.53295,0,0
506.44601,1.6375,35.558,0,0
506.54599,1.63792,35.57008,0,0
506.646,1.63813,35.57676,0,0
506.746,1.63833,35.5774,0,0
506.84601,1.63833,35.57583,0,0
506.94601,1.63833,35.57524,0,0
507.04599,1.63833,35.57007,0,0
507.146,1.63854,35.56705,0,0
507.246,1.63854,35.56278,0,0
507.34601,1.63854,35.5599,0,0
507.44601,1.63854,35.55519,0,0
507.54599,1.63854,35.55167,0,0
507.646,1.63854,35.54871,0,0
507.746,1.63875,35.54563,0,0
507.84601,1.63875,35.54295,0,0
507.94601,1.63875,35.54145,0,0
508.04599,1.63875,35.54182,0,0
508.146,1.63896,35.54158,0,0
508.246,1.63896,35.54485,0,0
508.34601,1.63917,35.54743,0,0
508.44601,1.63937,35.55323,0,0
508.54599,1.63958,35.56283,0,0
508.646,1.63979,35.57334,0,0
508.746,1.64021,35.59263,0,0
508.84601,1.64063,35.61708,0,0
508.94601,1.64125,35.64914,0,0
509.04599,1.64208,35.69186,0,0
509.146,1.64292,35.73492,0,0
509.246,1.64354,35.7704,0,0
509.34601,1.64417,35.80972,0,0
509.44601,1.645,35.85134,0,0
509.54599,1.64583,35.89874,0,0
509.646,1.64688,35.94711,0,0
509.746,1.64771,35.9963,0,0
509.84601,1.64875,36.04724,0,0
509.94601,1.64938,36.08602,0,0
510.04599,1.65021,36.12617,0,0
510.146,1.65104,36.17002,0,0
510.246,1.65188,36.21437,0,0
510.34601,1.65271,36.25985,0,0
510.44601,1.65354,36.29872,0,0
510.54599,1.65417,36.33213,0,0
510.646,1.655,36.37167,0,0
510.746,1.65583,36.41136,0,0
510.84601,1.65667,36.45708,0,0
510.94601,1.65771,36.50986,0,0
511.04599,1.65917,36.58324,0,0
511.146,1.66083,36.68225,0,0
511.246,1.66292,36.78637,0,0
511.34601,1.665,36.9113,0,0
511.44601,1.66688,37.01598,0,0
511.54599,1.66875,37.11664,0,0
511.646,1.67083,37.22929,0,0
511.746,1.67333,37.35337,0,0
511.84601,1.67521,37.46589,0,0
511.94601,1.67687,37.55464,0,0
512.04602,1.67813,37.61772,0,0
512.146,1.67875,37.65227,0,0
512.24597,1.67917,37.66505,0,0
512.34601,1.67917,37.66467,0,0
512.44598,1.67917,37.65922,0,0
512.54602,1.67917,37.65155,0,0
512.646,1.67917,37.64608,0,0
512.74597,1.67917,37.63815,0,0
512.84601,1.67917,37.63167,0,0
512.94598,1.67917,37.62454,0,0
513.04602,1.67917,37.6204,0,0
513.146,1.67917,37.61362,0,0
513.24597,1.67917,37.6099,0,0
513.34601,1.67917,37.60423,0,0
513.44598,1.67917,37.59931,0,0
513.54602,1.67917,37.59441,0,0
513.646,1.67917,37.58995,0,0
513.74597,1.67917,37.5861,0,0
513.84601,1.67917,37.58126,0,0
513.94598,1.67917,37.57811,0,0
514.04602,1.67917,37.57365,0,0
514.146,1.67917,37.56976,0,0
514.24597,1.67917,37.56619,0,0
514.34601,1.67938,37.56198,0,0
514.44598,1.67938,37.5589,0,0
514.54602,1.67938,37.55715,0,0
514.646,1.67938,37.55597,0,0
514.74597,1.67938,37.55488,0,0
514.84601,1.67958,37.55804,0,0
514.94598,1.67979,37.56391,0,0
515.04602,1.68,37.57384,0,0
515.146,1.68042,37.58935,0,0
515.24597,1.68083,37.61672,0,0
515.34601,1.68146,37.65249,0,0
515.44598,1.68229,37.70039,0,0
515.54602,1.68333,37.75423,0,0
515.646,1.68396,37.79977,0,0
515.74597,1.685,37.85133,0,0
515.84601,1.68604,37.91002,0,0
515.94598,1.68729,37.97393,0,0
516.04602,1.68833,38.04245,0,0
516.146,1.68917,38.09412,0,0
516.24597,1.69021,38.14455,0,0
516.34601,1.69125,38.19909,0,0
516.44598,1.69229,38.25375,0,0
516.54602,1.69313,38.30685,0,0
516.646,1.69417,38.35561,0,0
516.74597,1.695,38.40281,0,0
516.84601,1.69604,38.45786,0,0
516.94598,1.69708,38.51004,0,0
517.04602,1.69813,38.57248,0,0
517.146,1.69958,38.64318,0,0
517.24597,1.70104,38.72702,0,0
517.34601,1.7025,38.80762,0,0
517.44598,1.70417,38.8983,0,0
517.54602,1.70583,38.99407,0,0
517.646,1.70771,39.09123,0,0
517.74597,1.70917,39.18078,0,0
517.84601,1.71063,39.25935,0,0
517.94598,1.71229,39.34398,0,0
518.04602,1.71354,39.41726,0,0
518.146,1.71458,39.47446,0,0
518.24597,1.71563,39.52032,0,0
518.34601,1.71625,39.55306,0,0
518.44598,1.71667,39.56958,0,0
518.54602,1.71687,39.57882,0,0
518.646,1.71708,39.58212,0,0
518.74597,1.71708,39.58019,0,0
518.84601,1.71729,39.58017,0,0
518.94598,1.71729,39.5764,0,0
519.04602,1.71729,39.57144,0,0
519.146,1.71729,39.56733,0,0
519.24597,1.71729,39.56482,0,0
519.34601,1.71729,39.55929,0,0
519.44598,1.71729,39.55466,0,0
519.54602,1.7175,39.55203,0,0
519.646,1.7175,39.54782,0,0
519.74597,1.7175,39.54485,0,0
519.84601,1.7175,39.54255,0,0
519.94598,1.7175,39.5397,0,0
520.04602,1.7175,39.53793,0,0
520.146,1.71771,39.53857,0,0
520.24597,1.71771,39.54141,0,0
520.34601,1.71792,39.54581,0,0
520.44598,1.71813,39.55335,0,0
520.54602,1.71833,39.56389,0,0
520.646,1.71875,39.58065,0,0
520.74597,1.71917,39.60293,0,0
520.84601,1.71958,39.62854,0,0
520.94598,1.72042,39.66199,0,0
521.04602,1.72104,39.70738,0,0
521.146,1.72208,39.75884,0,0
521.24597,1.72271,39.80621,0,0
521.34601,1.72354,39.84212,0,0
521.44598,1.72438,39.88784,0,0
521.54602,1.72521,39.94108,0,0
521.646,1.72604,39.98902,0,0
521.74597,1.72708,40.04116,0,0
521.84601,1.72792,40.09288,0,0
521.94598,1.72875,40.13521,0,0
522.04602,1.72938,40.17465,0,0
522.146,1.73021,40.21663,0,0
522.24597,1.73104,40.26235,0,0
522.34601,1.73188,40.30868,0,0
522.44598,1.7325,40.34689,0,0
522.54602,1.73313,40.37718,0,0
522.646,1.73375,40.41076,0,0
522.74597,1.73438,40.44399,0,0
522.84601,1.735,40.47982,0,0
522.94598,1.73583,40.51568,0,0
523.04602,1.73667,40.56425,0,0
523.146,1.73771,40.62385,0,0
523.24597,1.73896,40.6937,0,0
523.34601,1.74042,40.77838,0,0
523.44598,1.74208,40.86575,0,0
523.54602,1.74396,40.97036,0,0
523.646,1.74583,41.09062,0,0
523.74597,1.7475,41.19114,0,0
523.84601,1.74937,41.28584,0,0
523.94598,1.75104,41.38495,0,0
524.04602,1.75271,41.47819,0,0
524.146,1.75396,41.55109,0,0
524.24597,1.755,41.60698,0,0
524.34601,1.75563,41.64572,0,0
524.44598,1.75604,41.66183,0,0
524.54602,1.75646,41.66853,0,0
524.646,1.75646,41.6689,0,0
524.74597,1.75646,41.66444,0,0
524.84601,1.75667,41.65858,0,0
524.94598,1.75667,41.65248,0,0
525.04602,1.75667,41.64647,0,0
525.146,1.75667,41.6401,0,0
525.24597,1.75667,41.63536,0,0
525.34601,1.75667,41.62831,0,0
525.44598,1.75667,41.62146,0,0
525.54602,1.75667,41.61766,0,0
525.646,1.75667,41.61229,0,0
525.74597,1.75667,41.60704,0,0
525.84601,1.75667,41.60214,0,0
525.94598,1.75667,41.59813,0,0
526.04602,1.75667,41.59346,0,0
526.146,1.75667,41.59034,0,0
526.24597,1.75667,41.58701,0,0
526.34601,1.75667,41.58541,0,0
526.44598,1.75667,41.58549,0,0
526.54602,1.75688,41.58299,0,0
526.646,1.75688,41.58829,0,0
526.74597,1.75708,41.59347,0,0
526.84601,1.75729,41.6033,0,0
526.94598,1.75771,41.62105,0,0
527.04602,1.75813,41.64544,0,0
527.146,1.75875,41.67878,0,0
527.24597,1.75938,41.71457,0,0
527.34601,1.76021,41.7615,0,0
527.44598,1.76104,41.81636,0,0
527.54602,1.76208,41.88134,0,0
527.646,1.76292,41.93291,0,0
527.74597,1.76396,41.98214,0,0
527.84601,1.76479,42.04053,0,0
527.94598,1.76583,42.10049,0,0
528.04602,1.76688,42.15877,0,0
528.146,1.76771,42.21021,0,0
528.24597,1.76854,42.25457,0,0
528.34601,1.76917,42.29075,0,0
528.44598,1.77,42.33484,0,0
528.54602,1.77062,42.37563,0,0
528.646,1.77146,42.41724,0,0
528.74597,1.77208,42.4527,0,0
528.84601,1.7725,42.47303,0,0
528.94598,1.77292,42.49905,0,0
529.04602,1.77354,42.5324,0,0
529.146,1.77438,42.57072,0,0
529.24597,1.77521,42.61522,0,0
529.34601,1.77583,42.66086,0,0
529.44598,1.77688,42.70827,0,0
529.54602,1.77771,42.7658,0,0
529.646,1.77896,42.83604,0,0
529.74597,1.78,42.89912,0,0
529.84601,1.78125,42.96379,0,0
529.94598,1.78229,43.02893,0,0
530.04602,1.78354,43.09829,0,0
530.146,1.78479,43.17166,0,0
530.24597,1.78583,43.23569,0,0
530.34601,1.78688,43.29313,0,0
530.44598,1.78792,43.34733,0,0
530.54602,1.78896,43.40846,0,0
530.646,1.79,43.46688,0,0
530.74597,1.79104,43.52362,0,0
530.84601,1.79188,43.57134,0,0
530.94598,1.7925,43.59676,0,0
531.04602,1.79292,43.61581,0,0
531.146,1.79333,43.63531,0,0
531.24597,1.79375,43.64427,0,0
531.34601,1.79396,43.65645,0,0
531.44598,1.79417,43.66724,0,0
531.54602,1.79438,43.67277,0,0
531.646,1.79458,43.68087,0,0
531.74597,1.79479,43.68829,0,0
531.84601,1.795,43.6964,0,0
531.94598,1.79542,43.703,0,0
532.04602,1.79563,43.71332,0,0
532.146,1.79583,43.72078,0,0
532.24597,1.79604,43.73281,0,0
532.34601,1.79625,43.74179,0,0
532.44598,1.79667,43.75359,0,0
532.54602,1.79688,43.77303,0,0
532.646,1.79729,43.78732,0,0
532.74597,1.7975,43.80475,0,0
532.84601,1.79792,43.82646,0,0
532.94598,1.79833,43.84421,0,0
533.04602,1.79875,43.86617,0,0
533.146,1.79938,43.89468,0,0
533.24597,1.79979,43.9259,0,0
533.34601,1.80042,43.95751,0,0
533.44598,1.80125,43.9978,0,0
533.54602,1.80167,44.02203,0,0
533.646,1.80208,44.04408,0,0
533.74597,1.8025,44.07315,0,0
533.84601,1.80313,44.10306,0,0
533.94598,1.80375,44.13945,0,0
534.04602,1.80458,44.17946,0,0
534.146,1.80521,44.22216,0,0
534.24597,1.80604,44.26338,0,0
534.34601,1.80667,44.30484,0,0
534.44598,1.80729,44.34092,0,0
534.54602,1.80792,44.36889,0,0
534.646,1.80833,44.39717,0,0
534.74597,1.80896,44.42936,0,0
534.84601,1.80958,44.46432,0,0
534.94598,1.81021,44.50177,0,0
535.04602,1.81104,44.53788,0,0
535.146,1.81167,44.57458,0,0
535.24597,1.81229,44.61069,0,0
535.34601,1.81271,44.64201,0,0
535.44598,1.81354,44.67583,0,0
535.54602,1.81417,44.7168,0,0
535.646,1.81479,44.75823,0,0
535.74597,1.81562,44.8007,0,0
535.84601,1.81646,44.8483,0,0
535.94598,1.8175,44.90388,0,0
536.04602,1.81854,44.96595,0,0
536.146,1.81958,45.03042,0,0
536.24597,1.82042,45.08616,0,0
536.34601,1.82146,45.14521,0,0
536.44598,1.82271,45.20987,0,0
536.54602,1.82396,45.28762,0,0
536.646,1.82521,45.36399,0,0
536.74597,1.82646,45.4323,0,0
536.84601,1.8275,45.48835,0,0
536.94598,1.82854,45.54305,0,0
