#Digilent WaveForms Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D122
#Date Time: 2023-07-17 15:21:03.670

Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
0,0.01055272980879112,0.01068036560821118,0.001646239079754603,0.001401620056953042,0.002204019639537948,0.001700930271179666
0.1,0.01068776026546148,0.0108211827982466,0.001694041812085311,0.0015497310959617,0.002313889850529768,0.001718260681792115
0.2,0.0108964026433268,0.01103390957905931,0.001736539672268848,0.001086040001193007,0.002078272461246179,0.001771929326746262
0.3,0.01077085593110481,0.01090272848593744,0.001690606680886862,0.0008951613369386627,0.002018883512618291,0.001809579182675636
0.4,0.01115427017094806,0.01130198202536949,0.001821278302533982,0.0009046152330456022,0.002011986173795454,0.001797153205401857
0.5,0.01092214423540101,0.01105892098239252,0.001733925775776607,0.001283671448380804,0.002162291213887924,0.001740026122295002
0.6,0.01133897738425311,0.01148904940321176,0.001850904662279688,0.001134660038314343,0.002099682842904024,0.001766695966553891
0.7,0.01094924064811078,0.0110891058105786,0.001755675627207934,0.001086040001192995,0.00202486139462554,0.001708970679460072
0.8,0.01058524550404293,0.0107154869247939,0.001665604291112176,0.001218394546690074,0.002106660988679132,0.00171858524659624
0.9,0.01067059920407861,0.01080636433504308,0.001707578041440527,0.0009563865688693117,0.002047551908566738,0.001810467770815636
1,0.01068279258979792,0.01081167097392811,0.001664383288740404,0.001109449648695855,0.002026992399684806,0.001696413765974907
1.1,0.01032963601081393,0.01045429980833314,0.001609659705219433,0.001100896123646704,0.00203454830054216,0.001710968881125199
1.2,0.01046421486060583,0.01059335374703338,0.001649045469615862,0.0008456409287594609,0.001967398236470147,0.001776386005482235
1.3,0.01085846766553299,0.01100180761674289,0.00177015558423465,0.001122505029033984,0.0020595784877929,0.001726802249006234
1.4,0.0110291750656045,0.01117517969047934,0.001800538388025899,0.001028866439022495,0.002025109770376298,0.001744277338248507
1.5,0.01100975596982895,0.01115571453168273,0.001798677346611239,0.001161220984519579,0.002108475142952599,0.001759895807586629
1.6,0.01109917413177144,0.01123844294498258,0.001763783836032471,0.001289073674727617,0.002099347175013421,0.001656969408999848
1.7,0.01162890900024747,0.01178020868517886,0.001881964965225468,0.001318335734106193,0.002207854151321697,0.001771047951266937
1.8,0.01124007547786223,0.01138880140290387,0.001834530088810105,0.001092342598597595,0.002041263062370715,0.001724396281916846
1.9,0.01134394505991641,0.01149160555534263,0.001836275773729896,0.001021213285031195,0.002022740233922226,0.001746024478752919
2,0.01088691889887826,0.01102558978761283,0.001743165813674879,0.001539376828796919,0.002332829102004847,0.00175282931231839
2.1,0.0104800211013532,0.01061213813243284,0.001669321256387587,0.001374608925218919,0.002225699917210686,0.001750482911707496
2.2,0.01039376418756053,0.01051521935220259,0.001593582140436654,0.0009460323017045943,0.001987899661315276,0.001748361503691183
2.3,0.01109149681483711,0.01123561997299748,0.001793837948110988,0.0009658404649762476,0.002001320244725731,0.001752836249672065
