#Digilent WaveForms Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D122
#Date Time: 2023-07-17 15:05:06.208

Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
0,0.00983332005134682,0.009964883222957415,0.001613912765596474,0.002224109018256658,0.002845528145842671,0.001774928027749554
0.1,0.01032015226636561,0.01044647802029579,0.001619679050784632,0.002073296866074458,0.002680837040320602,0.001699507970525211
0.2,0.01073427577394669,0.01086911760454515,0.001706763343377797,0.002147127292814445,0.002759136489204461,0.001732823867133899
0.3,0.01017428324461121,0.01029459676741071,0.001569293809967278,0.002089503545114922,0.002693593058743816,0.00169982896229669
0.4,0.009923641427046017,0.01005117510981022,0.001596077039331407,0.002205651411571652,0.002868007811984823,0.001833185931714548
0.5,0.01023525017320839,0.01036360939991417,0.001626054638019367,0.001886920057109074,0.002480143639967074,0.001609548126943491
0.6,0.01014809004565854,0.01027451746646647,0.001606853320601188,0.001779325715701583,0.002466466722361248,0.001708056816958136
0.7,0.009861771284692053,0.009998656126060712,0.001648815167212771,0.001972905493129344,0.002629298235047843,0.00173806016121543
0.8,0.009978737466222631,0.01011093948093651,0.001629691924065012,0.002170987125846281,0.002794136609764441,0.001758981038395399
0.9,0.009791320611646684,0.009924257835070621,0.001618929972821331,0.002492869779011132,0.003096422525188382,0.001836690697800327
1,0.009822481486262788,0.009960417652747642,0.001651901107568596,0.002452353081410034,0.003064561617728874,0.001837798213339992
1.1,0.009394358165448631,0.00955368120987434,0.001737486494672746,0.00216378415738376,0.002745613240945385,0.001690097686262018
1.2,0.009584484661295443,0.009730720512761004,0.001680647338038286,0.002370419315149784,0.002970979162070697,0.001791041443356931
1.3,0.009748417958189511,0.009880511973730017,0.001610237304084692,0.002813852061118305,0.00341240397362193,0.001930475966525324
1.4,0.01000493066517527,0.01012606452319332,0.001561584167730345,0.002868774695644164,0.003437622172469082,0.001894037472248786
1.5,0.009673902823237547,0.009818310035420195,0.001677741374045253,0.002507725901464896,0.003070492761162653,0.001771789095652721
1.6,0.009353713546383927,0.009516164763196729,0.001750838282793364,0.00266349009446496,0.003241145840104763,0.001846847820887139
1.7,0.009643193555499851,0.009781664955998259,0.001640057121738201,0.002529784992381119,0.003130889037844606,0.001844628434026374
1.8,0.009760611343908928,0.009895606009127023,0.001628951957862128,0.002157481559979223,0.002724924567454269,0.0016644780613345
1.9,0.01002796261597858,0.01016097660981296,0.00163872250173632,0.002212404194505177,0.002831314492146731,0.001766807695697188
2,0.009874416277289999,0.01001277693093069,0.001658796265780175,0.002222308276141051,0.002849761787537793,0.001783952962245459
2.1,0.009534356297782381,0.009687005773411368,0.001712930483422323,0.002354662821638216,0.002953766883727014,0.001783340068465782
2.2,0.009521711305184343,0.009674136565071708,0.001710535617978944,0.002048986847513812,0.002681784643186911,0.001730208591802498
2.3,0.009498679354381142,0.009648722849545797,0.001694975855283601,0.002132721355889499,0.002737444437679504,0.001716129851588477
