#Digilent WaveForms Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D122
#Date Time: 2023-04-17 14:29:17.033

Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
0,0.0105721489045659,0.01348019838095869,0.008363337607060005,0.001798683693444376,0.002302991156232418,0.001438229896998801
0.1,0.01067105081095655,0.01356844755644652,0.008380420256884489,0.001353900390889433,0.001954859416235652,0.001410116686233814
0.2,0.01069046990673211,0.01355921961885289,0.008340640853406939,0.001488055678502128,0.002022086404165271,0.001369132471161005
0.3,0.01124910761543153,0.01397942483970989,0.008299511835374177,0.001427280632100441,0.001994662666228456,0.001393394828925774
0.4,0.01117865694238627,0.01388257120647911,0.008231853513479,0.001390365418730505,0.001986623450904785,0.001418998498266716
0.5,0.01171832716218896,0.01433997098757205,0.008265323734996104,0.001430882116331653,0.002000876417164855,0.001398600302419795
0.6,0.01085982248616789,0.01362166345476094,0.008222771481907747,0.00143988582690966,0.001999791169744998,0.001387765660352965
0.7,0.01091627334597995,0.01371362706873594,0.008300514659718034,0.001615007997652443,0.002111700683071306,0.001360525245044046
0.8,0.01068821187233951,0.01360323917252125,0.008414882230713667,0.001511465326005033,0.00206723347754635,0.001410293167739467
0.9,0.01088420925760685,0.01374421525207485,0.008392701694446739,0.001243154750779608,0.00192756182761184,0.001473112645007457
1,0.010912660490952,0.0137438230763328,0.00835502924966355,0.001404321170126411,0.002004074473064026,0.001429754015459186
1.1,0.0104271830965687,0.0133475140408957,0.00833246564604454,0.001359302617236281,0.001934553926326185,0.001376515633270788
1.2,0.01054505249185648,0.01346940247868462,0.008380135504678117,0.00117427636485769,0.001894551369155004,0.001486741372702132
1.3,0.01082956482530867,0.01370838426576672,0.008404779882444053,0.001220195288805689,0.001911417027192045,0.001471271052191449
1.4,0.009901512689999326,0.01304082605919223,0.008486647792613367,0.001534874973507943,0.002054828420633358,0.001366191294783149
1.5,0.01080472644699138,0.0137230142548623,0.00846043773364083,0.00122559751515249,0.001892400486434182,0.001441905105028985
1.6,0.01098130473648327,0.01379643778783681,0.008351804710247535,0.0008559951959241929,0.001839617048795305,0.001628331388499897
1.7,0.01060511620669618,0.01348938162036575,0.008336361720937805,0.0008064747877449885,0.00183165017768286,0.001644548810506298
1.8,0.01035402278225244,0.01332019964080372,0.008379852665497312,0.001028416253493588,0.001829626740055308,0.001513239577025589
1.9,0.010991691694689,0.01384797777801813,0.00842313494070733,0.00124045363760622,0.001911467416368788,0.001454297925732436
2,0.01113439946829348,0.0139211517255985,0.008356052527813662,0.001113501318455981,0.001915316920392479,0.00155838176302827
2.1,0.01121930156145077,0.01400754499975728,0.008386810442202141,0.001038770520658321,0.001870455656430321,0.001555493544854552
2.2,0.01099846579786634,0.01385009110056112,0.008417765355899994,0.001414225251762247,0.001994576056459987,0.001406520736527452
2.3,0.01091040245655946,0.01378095041127758,0.008418890216291292,0.001682986012516605,0.002177601198854014,0.001381848422556899
2.4,0.01087788676130799,0.01372398697663608,0.008367759445814457,0.001379110780507953,0.001955996170509023,0.001387074069447356
2.5,0.01072659845701151,0.01358700903384506,0.008339478402622136,0.001264763656166949,0.001939464596821688,0.001470338674035456
2.6,0.01091085406343797,0.013751608474597,0.008370185138032475,0.001019412542915574,0.001858712217469014,0.001554223013185588
2.7,0.01052247214793149,0.01345578524122859,0.008386640349630263,0.001168874138510891,0.00185897540882522,0.001445518183537721
2.8,0.01052653660983784,0.01349423542995305,0.008443128379974359,0.001293125344487743,0.001914375646312881,0.001411616434673287
2.9,0.01048092431510975,0.01342115124012184,0.008383169216420678,0.001250807904770989,0.001915368813135036,0.001450557574070393
3,0.01048815002516569,0.01345717304131075,0.00843173857003251,0.001076586105086062,0.001846791471946375,0.001500533604818639
3.1,0.0101810573477886,0.01311290508646348,0.008264039634925661,0.001029766810080281,0.001875160809649223,0.001567101904440801
3.2,0.01039873186322351,0.01336468001002857,0.008395299125535429,0.001158069685817267,0.00191750668501022,0.001528301832050968
3.3,0.01022441160812406,0.01319945270549264,0.008347871524656558,0.001497959760138012,0.002071214211724556,0.001430400247433106
3.4,0.01069679240303096,0.01354779035081179,0.008313919393161251,0.001315634620932824,0.001966339643318612,0.001461368241440041
3.5,0.01087878997506478,0.01376828567871525,0.008439053217578723,0.001303479611652485,0.00193034998636817,0.001423794919178446
3.6,0.0110327879206319,0.0137545624889253,0.00821374335854788,0.001304830168239172,0.001949864412624752,0.001448927002879701
3.7,0.0114419437525495,0.01409690829953928,0.008234363774396432,0.001574941485580193,0.002095773723281357,0.001382688257053824
3.8,0.01143787929064285,0.01407934347506242,0.008209922656240291,0.001500210687782491,0.002028017894019251,0.001364633456546142
3.9,0.01076408182792688,0.01360488448562408,0.008320301933755219,0.001432232672918357,0.001986556503741641,0.001376632235996008
4,0.01094020851054026,0.01376754456152083,0.008358057250303121,0.001575841856637995,0.002085345744928852,0.001365792560662166
4.1,0.01082866161155171,0.01362617870868232,0.008271205105873576,0.001417376550464619,0.002004988901946325,0.001418105853284884
4.2,0.01093027315921341,0.0138001309467538,0.008424532201404841,0.00151191551153394,0.002065574053957298,0.001407376160933619
4.3,0.01104272327195874,0.01387009914595674,0.008392729773892733,0.001253959203473275,0.001896678061266864,0.001423015805996462
4.4,0.01100343347352973,0.01377055755141703,0.008279656216925354,0.001384513006854749,0.002003972249278442,0.001448802439854469
4.5,0.01123194655404864,0.01400594258826489,0.008367186169361249,0.001786528684163993,0.002315762837728824,0.001473456066960978
4.6,0.01119085032810562,0.01395894277580991,0.008343677387833627,0.00126476365616697,0.001967510940297271,0.001507140402958209
4.7,0.01123736583659068,0.01398777677110477,0.00832943623859741,0.001066682023450207,0.001883675789090316,0.001552554005261731
4.8,0.01126491385617877,0.01397825446570078,0.008276068735863035,0.0009707925057941933,0.001866787978458981,0.001594509099131703
4.9,0.01113304464765814,0.01392670689401226,0.008367107133589173,0.0007745116151929468,0.001820413969856875,0.001647433998550978
5,0.01105491665767822,0.01389024076412977,0.008409970640689731,0.0008573457525109073,0.001848443829842057,0.001637590563215818
5.1,0.0114920721160624,0.01423572498665577,0.008401675093389955,0.0005025995557361489,0.001810801473058469,0.001739653891268413
5.2,0.01189761509295188,0.01452106052427665,0.008325139869674888,0.0005219575334789245,0.001810057535535634,0.001733167220782259
5.3,0.01113846393019996,0.01387223289957018,0.008268825000901115,0.0006367548433489613,0.001807605702133437,0.001691739236365308
5.4,0.01098762723278245,0.01380070990664946,0.008350547390494172,0.0008965118935253822,0.001835203985589477,0.001601324481013007
5.5,0.01157968385049061,0.01424997677331678,0.008304984043496435,0.001122955214562917,0.001887926168230273,0.001517641855898697
5.6,0.01100523990104373,0.01384737876204473,0.008404438904529913,0.0009572869399271356,0.001858731951760487,0.001593262747678697
5.7,0.01029666870868338,0.01324626913962916,0.008333202243021129,0.0007754119862507678,0.001825758973146782,0.001652916234902912
5.8,0.01033234565208468,0.01332769117053064,0.008418431282778789,0.0007389469584097306,0.001815998851777593,0.001658857806538968
5.9,0.01058840675219206,0.01351132642213116,0.008392948476875703,0.0008532940827507963,0.001828203202213906,0.001616853783410397
6,0.01046647289499789,0.01344621129610644,0.008441181395858926,0.0007002310029241107,0.001832945076237175,0.001693919772317126
6.1,0.01032647476266408,0.01325944029450899,0.008317251703518437,0.0007078841569154468,0.001815551778956317,0.001671863715276991
6.2,0.0103680225954857,0.01328758181361179,0.00831047158186007,0.0007826149547131951,0.001815686507549031,0.001638362391644719
6.3,0.01073427577394595,0.01358516276119918,0.008326582183412558,0.001138261522545581,0.001932922942781434,0.001562226554960459
6.4,0.01139587985094286,0.0141098304549655,0.008319930161409162,0.001664528405831656,0.002150504274804566,0.001361621761772155
6.5,0.0109524018962597,0.01373453691874973,0.008287484363501674,0.001528572376103341,0.002062824157521989,0.001385175077695936
6.6,0.01016434789328408,0.01316203547331277,0.008362129495828933,0.001334992598675612,0.001964809762726677,0.001441621366790787
6.7,0.01058705193155634,0.01347099122041662,0.008329581973847719,0.001131508739612045,0.001884191895568037,0.001506607802816217
6.8,0.01054866534688415,0.01344778675153754,0.00834078101344542,0.001030667181138086,0.001868836647900018,0.001558934116074086
6.9,0.01079027502687948,0.01360446710540863,0.008285619473909583,0.001096394268357701,0.001864794461741324,0.001508435611106511
