#Digilent WaveForms Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D122
#Date Time: 2023-04-17 14:11:31.077

Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
0,0.2614731888180826,0.2614775967159931,0.001518260079120639,0.002223658832727733,0.002708662744240687,0.00154667231748268
0.1,0.2615951226752764,0.2615989865466136,0.001421813882128625,0.001795532394742015,0.002282321947705375,0.001408920470576041
0.2,0.2617572495446585,0.2617616760835973,0.001522293304066432,0.002018824417077347,0.002498713606685415,0.001472385024796713
0.3,0.2625665290709257,0.262572181960371,0.00172294836587128,0.001980558647120664,0.00247706340535025,0.001487693032664643
0.4,0.2621180834405744,0.2621224230631593,0.001508312280076528,0.001907178405909692,0.002372059588551335,0.001410438662143379
0.5,0.2619993108315292,0.2620032566636065,0.001437924243943978,0.001953547515386553,0.002434418822763698,0.001452600120388052
0.6,0.2620873741728367,0.262091616420934,0.001491206665015811,0.002012972005201608,0.00249661967813559,0.001476839031014075
0.7,0.2617540882965066,0.2617576636174547,0.001368109105975749,0.002197998257580333,0.002696207676768617,0.001561518330324044
0.8,0.2623140808258426,0.2623189006833496,0.001590174898257177,0.001982809574765175,0.002445815785342463,0.001431950085040645
0.9,0.2617671848959833,0.2617711743964337,0.001445218500077882,0.001972455307600456,0.002439361057294475,0.001435236017999299
1,0.2616046064197251,0.2616087000212343,0.001463498129075297,0.002120116161080296,0.002624002407378425,0.001546122924431237
1.1,0.2614786081006264,0.2614825666225328,0.001438802717735889,0.00212821950060053,0.002616286611187822,0.00152172185012325
1.2,0.2619455696129893,0.2619494887516202,0.001432905214757427,0.001850004843739143,0.002307706099802239,0.001379488862298163
1.3,0.262276597454928,0.2622813425329069,0.001577678142912571,0.001887820428166866,0.002392140104778557,0.001469172662379763
1.4,0.2618127971907107,0.2618169243619489,0.001470071263041379,0.002194396773349179,0.002689131191732564,0.001554364618570121
1.5,0.2620404070574739,0.2620450428195994,0.001558696722240293,0.002185843248300005,0.002688663274234827,0.001565566829004317
1.6,0.261960924246857,0.2619649295824772,0.001448619645313923,0.001973355678658245,0.00245622893963499,0.001462507425419221
1.7,0.2621320832538072,0.262136319567535,0.001490290382434673,0.002027828127655403,0.002499837887334913,0.001461883219564194
1.8,0.2621542119908536,0.2621584635976039,0.001493040958194739,0.002023776457895293,0.002497571069887432,0.001463622252360956
1.9,0.2619198280209147,0.2619236855982566,0.001421536795621257,0.001729355121993469,0.002214094498815068,0.001382586457230416
2,0.2617748622129167,0.2617784885266742,0.00137788559419947,0.001889621170282506,0.002352768187755496,0.001401731064838532
2.1,0.261977633701362,0.2619817004815054,0.001459735389924182,0.001910779890140848,0.002422256434771041,0.0014887062998528
2.2,0.2621266639712653,0.2621309796332271,0.001504167132576339,0.002077798721363521,0.002563283941424506,0.00150105863904887
2.3,0.2618981508907464,0.2619019442469125,0.001409595797645999,0.001710897515308506,0.002190483528717106,0.001367862486396865
2.4,0.2621406637844995,0.2621450286450364,0.001512757059618208,0.00198551068793856,0.002481938585404552,0.001489216723583092
2.5,0.262290145661281,0.2622950571413123,0.001605144772396285,0.001932388795528181,0.002413234584282444,0.001445536129501007
2.6,0.2621578248458837,0.2621621846409791,0.001511928503238599,0.001840550947632218,0.002315156735437116,0.001404394146530302
2.7,0.2620255040304836,0.26202979311409,0.001499238799056183,0.002133171541418506,0.002636691879410343,0.00154974941259194
2.8,0.2621207930818462,0.262125230168997,0.001525164019445361,0.002271378498791367,0.002783075150937111,0.001608212365015937
2.9,0.2623727897200464,0.2623775125136946,0.00157425772558051,0.002207452153687324,0.002690429903563617,0.001538040329500108
3,0.2623628543687224,0.2623679915759606,0.001641843809175645,0.002310094454276966,0.002804692277124132,0.001590522675625008
3.1,0.2622364044427402,0.2622410432480446,0.00155979125481027,0.002245267738115079,0.002729947363480346,0.001552863610093164
3.2,0.262288790840646,0.262293511181205,0.001573596869934802,0.002225009389314482,0.00271160562884899,0.001549883319436197
