#Digilent WaveForms Logger
#Device Name: Discovery2
#Serial Number: SN:210321B3D122
#Date Time: 2023-04-18 16:03:47.789

Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
0,0.01194503381519446,0.01272584420589326,0.004388995090738069,0.0007740614296640495,0.001826846348615939,0.001654749674288695
0.1,0.01216225672375128,0.0129666836581135,0.004496042312430295,0.001306630910354775,0.001917009135457095,0.00140272580696727
0.2,0.01235644768150409,0.0131316994768512,0.004445191991869576,0.001192733971542658,0.001877225596252019,0.001449607399385192
0.3,0.01208774158879953,0.01284269269402758,0.004338347486733327,0.001028866439022474,0.00189026735425012,0.001585731541339095
0.4,0.01235238321959793,0.01309652276968672,0.004351728099631225,0.001235951782317225,0.001912903300542576,0.001460007612656216
0.5,0.012149611731153,0.01289904610816003,0.004332704153604706,0.001095944082828847,0.001872848081650062,0.001518705535728814
0.6,0.01184026101938382,0.01263038054747637,0.004397127672349163,0.001051825900996482,0.00188205109431183,0.00156069811161354
0.7,0.01183213209557028,0.01260863864593398,0.004356422681135413,0.0008902092961207466,0.001822417467037412,0.001590198991719025
0.8,0.01134349345303819,0.0121634030150589,0.004390162774617112,0.0009050654185745326,0.001849404627802607,0.001612809370458635
0.9,0.01145097589011984,0.0122696409408142,0.004406726674119455,0.0007601056782681151,0.001845856621762487,0.001682089779402324
1,0.01080698448138484,0.01168382602288021,0.004440819400971669,0.001177427663559993,0.001921130051733139,0.001518026604759072
1.1,0.01135794487314995,0.01221432572440805,0.004492976870676194,0.001329590372328756,0.001946800327109939,0.001422048155108139
1.2,0.01136833183135499,0.01222422414633346,0.004493627415796561,0.001188232116253649,0.001882219242757485,0.001459744400814841
1.3,0.01154761976211807,0.01236839981440703,0.004430552087332427,0.001376859852863433,0.001946062818102982,0.001375288128930046
1.4,0.01157471617482782,0.01234880690567694,0.00430336815365278,0.001384963192383667,0.002008882940333465,0.001455158968534138
1.5,0.01160271580129442,0.0124114982457294,0.004407070993089903,0.001661827292658232,0.002171548882773915,0.001397839261021163
1.6,0.01129155866201131,0.01209273713916487,0.004328393986146061,0.001659126179484815,0.002161120106876197,0.00138482505642119
1.7,0.01145774999329723,0.01227515695190007,0.004404479910826897,0.001635716531981914,0.002136705689312573,0.001374751842966894
1.8,0.01128478455883353,0.01209694789625832,0.004357727144453643,0.001698742506028201,0.002221913422182878,0.001432191730840889
1.9,0.01171290787964782,0.01251515076736636,0.004408717243461967,0.001244955492895237,0.001920432838200689,0.001462240782754368
2,0.01134936434245842,0.01215653981944641,0.00435584542929681,0.001472749370519483,0.002022269355801066,0.001385850871864157
2.1,0.01084040339039349,0.01169673912634791,0.00439310374603074,0.001456092505950108,0.002038964063444743,0.001427294316577662
2.2,0.0107496304078158,0.01157481413445707,0.004292058753394966,0.002022876086837447,0.002526079326032893,0.001512960375789799
